Number_of_Customers_Per_Day,Operating_Hours_Per_Day,Number_of_Employees,Location_Foot_Traffic,Date,Branch,Region,Average_Order_Value_KES,Marketing_Spend_KES,Daily_Revenue_KES
310,11,7,383,09/04/2024,Thika Road Mall,Nairobi,591.3,11103.75,183215.25
103,11,13,333,10/04/2024,Thika Road Mall,Nairobi,1021.95,6195.15,48007.35
96,17,14,524,11/04/2024,Valley Arcade,Nairobi,1053,55085.4,115543.8
264,8,11,103,12/04/2024,Kimathi Street,Nairobi CBD,955.8,51121.8,357162.75
226,17,14,507,13/04/2024,Galleria Mall,Nairobi,654.75,51181.2,223624.8
58,13,2,628,14/04/2024,Thika Road Mall,Nairobi,611.55,48735,105070.5
148,17,9,469,15/04/2024,Thika Road Mall,Nairobi,942.3,45630,183240.9
69,12,11,663,16/04/2024,Kimathi Street,Nairobi CBD,1215,32903.55,77237.55
427,12,4,681,17/04/2024,Capital Centre,Nairobi,1296,43837.2,590625
290,11,9,752,18/04/2024,Valley Arcade,Nairobi,444.15,3888,91058.85
110,10,13,458,19/04/2024,JKIA Arrival,Nairobi,494.1,42460.2,131619.6
428,15,5,353,20/04/2024,Nyali Centre,Coast,1294.65,52806.6,581473.35
468,13,9,984,21/04/2024,JKIA Arrival,Nairobi,1082.7,34449.3,506301.3
227,10,12,608,22/04/2024,JKIA Arrival,Nairobi,1231.2,24999.3,253868.85
387,14,2,271,23/04/2024,Valley Arcade,Nairobi,542.7,19701.9,183771.45
111,14,4,582,24/04/2024,JKIA Arrival,Nairobi,932.85,43870.95,169526.25
194,6,7,207,25/04/2024,Thika Road Mall,Nairobi,1047.6,47178.45,255816.9
265,11,10,397,26/04/2024,Galleria Mall,Nairobi,1026,58963.95,334420.65
52,12,3,208,27/04/2024,Capital Centre,Nairobi,750.6,23994.9,78844.05
209,8,12,938,28/04/2024,Valley Arcade,Nairobi,353.7,52270.65,92645.1
276,12,2,933,29/04/2024,Valley Arcade,Nairobi,927.45,38483.1,315512.55
318,16,11,971,30/04/2024,Capital Centre,Nairobi,594,59749.65,250018.65
169,16,4,284,01/05/2024,Capital Centre,Nairobi,793.8,36265.05,206714.7
430,12,5,711,02/05/2024,Nyali Centre,Coast,1306.8,35591.4,504894.6
138,16,12,454,03/05/2024,Thika Road Mall,Nairobi,741.15,39576.6,166779
378,7,6,306,04/05/2024,JKIA Arrival,Nairobi,1188,50916.6,495641.7
117,12,4,726,05/05/2024,Valley Arcade,Nairobi,527.85,65164.5,113204.25
447,6,14,638,06/05/2024,Kimathi Street,Nairobi CBD,1017.9,6216.75,401566.95
406,10,11,646,07/05/2024,JKIA Arrival,Nairobi,1327.05,4884.3,463623.75
147,14,12,607,08/05/2024,Valley Arcade,Nairobi,440.1,63369,176585.4
316,12,3,954,09/05/2024,Kimathi Street,Nairobi CBD,345.6,36401.4,161230.5
154,12,3,962,10/05/2024,Kisumu Mega City,Western,776.25,42025.5,213795.45
489,16,8,96,11/05/2024,Kimathi Street,Nairobi CBD,430.65,33262.65,244902.15
372,17,10,262,12/05/2024,Valley Arcade,Nairobi,1094.85,7545.15,397643.85
172,7,11,528,13/05/2024,Capital Centre,Nairobi,1263.6,52158.6,305487.45
78,13,3,536,14/05/2024,Galleria Mall,Nairobi,777.6,50778.9,145725.75
186,8,8,620,15/05/2024,Valley Arcade,Nairobi,599.4,21968.55,122918.85
244,13,8,615,16/05/2024,JKIA Arrival,Nairobi,777.6,21608.1,187775.55
458,8,12,391,17/05/2024,Nyali Centre,Coast,1070.55,56772.9,524287.35
275,15,8,573,18/05/2024,Thika Road Mall,Nairobi,346.95,6137.1,116583.3
381,12,4,753,19/05/2024,Thika Road Mall,Nairobi,934.2,59634.9,389105.1
219,7,13,552,20/05/2024,Kimathi Street,Nairobi CBD,958.5,18327.6,234019.8
58,9,8,55,21/05/2024,Galleria Mall,Nairobi,982.8,40575.6,120876.3
89,16,2,870,22/05/2024,Valley Arcade,Nairobi,583.2,63266.4,107774.55
74,11,11,193,23/05/2024,Valley Arcade,Nairobi,1061.1,46207.8,156276
310,16,2,907,24/05/2024,Nyali Centre,Coast,430.65,28764.45,167130
444,14,6,310,25/05/2024,Thika Road Mall,Nairobi,538.65,46962.45,270823.5
492,10,3,634,26/05/2024,JKIA Arrival,Nairobi,1225.8,24104.25,582380.55
275,14,10,735,27/05/2024,Kisumu Mega City,Western,1085.4,19691.1,284358.6
173,10,8,281,28/05/2024,Kisumu Mega City,Western,351,67279.95,162257.85
87,15,5,319,29/05/2024,Capital Centre,Nairobi,588.6,51015.15,118075.05
377,13,5,989,30/05/2024,Galleria Mall,Nairobi,554.85,43997.85,212949
300,6,3,496,31/05/2024,Kimathi Street,Nairobi CBD,611.55,24852.15,198670.05
438,12,6,923,01/06/2024,Nyali Centre,Coast,588.6,4602.15,226976.85
225,9,5,271,02/06/2024,Kimathi Street,Nairobi CBD,400.95,3404.7,103459.95
139,10,13,101,03/06/2024,Valley Arcade,Nairobi,801.9,38009.25,181084.95
451,11,14,165,04/06/2024,Valley Arcade,Nairobi,1080,51759,502267.5
86,10,2,587,05/06/2024,Galleria Mall,Nairobi,951.75,36898.2,107698.95
365,17,13,614,06/06/2024,Thika Road Mall,Nairobi,1019.25,56967.3,374909.85
225,6,9,926,07/06/2024,Kimathi Street,Nairobi CBD,419.85,3561.3,68382.9
333,17,4,590,08/06/2024,Thika Road Mall,Nairobi,1301.4,25610.85,419717.7
130,14,7,68,09/06/2024,Thika Road Mall,Nairobi,1186.65,17031.6,128225.7
163,7,5,864,10/06/2024,Valley Arcade,Nairobi,1152.9,30936.6,239650.65
89,14,10,441,11/06/2024,Kimathi Street,Nairobi CBD,1170.45,6137.1,110037.15
350,15,8,840,12/06/2024,Kimathi Street,Nairobi CBD,1282.5,64465.2,497434.5
273,7,10,678,13/06/2024,Nyali Centre,Coast,888.3,16119,241983.45
367,14,11,667,14/06/2024,Kisumu Mega City,Western,540,62360.55,280165.5
398,11,4,468,15/06/2024,Valley Arcade,Nairobi,962.55,29523.15,406163.7
164,16,2,358,16/06/2024,Galleria Mall,Nairobi,1089.45,66542.85,282460.5
235,14,6,788,17/06/2024,Valley Arcade,Nairobi,1084.05,38001.15,277931.25
372,11,4,913,18/06/2024,Kisumu Mega City,Western,865.35,62924.85,380274.75
105,11,7,235,19/06/2024,JKIA Arrival,Nairobi,406.35,1703.7,45625.95
89,16,9,310,20/06/2024,Capital Centre,Nairobi,712.8,50846.4,128430.9
403,7,12,577,21/06/2024,JKIA Arrival,Nairobi,1270.35,61086.15,575938.35
89,13,14,322,22/06/2024,JKIA Arrival,Nairobi,928.8,10592.1,123422.4
